propertyValue,nodeIds,numNodes
48528.0,"['1511106792020971523', '1129472261591838720']",2
48530.0,['1536562180690427905'],1
48531.0,['4625871023'],1
48532.0,['1545419059172257792'],1
48533.0,['85274805'],1
48534.0,['209531070'],1
48536.0,['1425256313433559045'],1
48537.0,['1559520834548445185'],1
48538.0,['3307811022'],1
48539.0,['140062928'],1
48541.0,['1379241376269930502'],1
48542.0,['995629031965057024'],1
48547.0,['1143988770058002432'],1
48548.0,['1020581191274192896'],1
48549.0,['1716334866'],1
48550.0,['1425154233603657736'],1
48553.0,['205074706'],1
48557.0,"['1438462237', '1501065996844503043']",2
48560.0,['3433115945'],1
48561.0,['1653158186'],1
48562.0,['1036595502'],1
48564.0,['1000869636169261058'],1
48566.0,"['952202126792503296', '1254605557333450761', '3066142332']",3
48567.0,['1240427813108363264'],1
48569.0,['1008140433690636288'],1
48571.0,['984576437607903232'],1
48574.0,['1245878924397162496'],1
48575.0,"['4895355199', '21140300']",2
48578.0,['954062676434608131'],1
48580.0,['1572563419848376320'],1
48581.0,['1074059064005537793'],1
48584.0,"['388313426', '139292125']",2
48585.0,['362885477'],1
48587.0,['1300562499675193344'],1
48590.0,['1580838404278853632'],1
48591.0,['1568737107727814668'],1
48592.0,['1468405916403859457'],1
48593.0,['347681170'],1
48594.0,['428421527'],1
48597.0,['214774175'],1
48598.0,['794374560'],1
48601.0,['1536239240312279041'],1
48602.0,['1480405428'],1
48603.0,['1544130131127455745'],1
48604.0,['557396412'],1
48605.0,['1574175415932833794'],1
48607.0,['135082447'],1
48609.0,['1220020313045512199'],1
48610.0,"['1462946720375996421', '1483980484954976258']",2
48611.0,['1407591982889717763'],1
48612.0,['776536213218099200'],1
48613.0,['1093975271185809408'],1
48614.0,['764778563883204608'],1
48617.0,['795763601491591168'],1
48620.0,['814848456711962624'],1
48621.0,['1269777449145040896'],1
48623.0,['1394685685622132740'],1
48624.0,['823664493146374145'],1
48626.0,['1576252792414633985'],1
48627.0,['1549649902690598913'],1
48628.0,['1573782095834611713'],1
48629.0,['1573216963769368577'],1
48631.0,['882295790441562113'],1
48633.0,['2147561995'],1
48634.0,['110965260'],1
48636.0,['108605970'],1
48637.0,['352399892'],1
48639.0,['1576067527658143746'],1
48640.0,['1248716148759298050'],1
48645.0,['626602522'],1
48647.0,['1490488167933300736'],1
48648.0,['1558401988139880448'],1
48650.0,['88158756'],1
48653.0,['114635314'],1
48655.0,['1597326730473209859'],1
48656.0,['873218803336970243'],1
48660.0,['1459840942316400642'],1
48661.0,['47002181'],1
48666.0,['1382491944471830528'],1
48668.0,['1416578933768736770'],1
48671.0,['2497262174'],1
48672.0,['1490170805015171075'],1
48673.0,['1537764730265292803'],1
48674.0,['1415443445884276739'],1
48675.0,['1425282596947251203'],1
48676.0,['1573733095877976065'],1
48678.0,['1578133067893538822'],1
48679.0,['1372494920754286596'],1
48681.0,['192754309'],1
48682.0,['1080228057120755712'],1
48685.0,['1423721775230242821'],1
48688.0,['1572514069491449857'],1
48689.0,['374944441'],1
48693.0,['1418763431549804544'],1
48694.0,['716623060078632960'],1
48695.0,['2377462482'],1
48698.0,['867513061'],1
48699.0,['1524298717796442113'],1
48700.0,['1380762247841128449'],1
48701.0,['364983016'],1
48702.0,['734606059'],1
48703.0,['45167347'],1
48704.0,['1369518836'],1
48708.0,['1519254965633622018'],1
48711.0,['1360783000577974274'],1
48712.0,['212415234'],1
48713.0,['196424448'],1
48714.0,['449917703'],1
48715.0,['131674890'],1
48716.0,['119616274'],1
48717.0,['365507347'],1
48718.0,['4778701588'],1
48719.0,['61944602'],1
48726.0,['1097675570'],1
48728.0,['1564474121983250433'],1
48731.0,['1081853245360750592'],1
48734.0,['4179702593'],1
48735.0,['145830722'],1
48736.0,['122499910'],1
48737.0,['1328966815393980421'],1
48738.0,['59061072'],1
48739.0,['3408551953'],1
48740.0,"['2316383071', '122533830']",2
48741.0,['1487026124823666694'],1
48743.0,"['43856742', '944353255685001217']",2
48751.0,['1406732804562558984'],1
48752.0,['411906970'],1
48753.0,['81605543'],1
48754.0,['842085290'],1
48756.0,"['127480750', '1394049075956404227', '1532271468775620608']",3
48759.0,['1572615776506449920'],1
48764.0,"['3016045524', '15066876']",2
48765.0,"['2396599267', '9783422']",2
48768.0,['783955866689110016'],1
48769.0,['747044960143310848'],1
48770.0,['791985532846899200'],1
48771.0,['779621673976889344'],1
48772.0,['814722425334169600'],1
48773.0,['838591240220344320'],1
48775.0,['1360843722343219201'],1
48776.0,['1358476118668509185'],1
48780.0,"['823277120944242689', '232685958']",2
48783.0,['1378762068346699779'],1
48784.0,['1361210450684313603'],1
48785.0,['1358207414919659523'],1
48786.0,['1364426794640769027'],1
48789.0,['1370354490826719236'],1
48790.0,['1359995825905106948'],1
48792.0,['1376979373081919491'],1
48795.0,"['815342626715107332', '3380173685', '1228441792397402113']",3
48796.0,['1376186474899603460'],1
48797.0,['1590716061673873408'],1
48798.0,['1373525020014706694'],1
48801.0,['1364322629000265734'],1
48805.0,['1212590835679649792'],1
48806.0,['1379913550093778951'],1
48807.0,['2697278504'],1
48808.0,['1381628986732740616'],1
48809.0,['1378076409843843080'],1
48810.0,['219493416'],1
48813.0,['1488045117176909827'],1
48815.0,['1920807991'],1
48818.0,['1444136455597559811'],1
48819.0,['1343641376949297153'],1
48820.0,['1126981833240055810'],1
48821.0,['25244736'],1
48822.0,['1225892772659564544'],1
48823.0,['1576258243114012672'],1
48825.0,['1221296464074137602'],1
48826.0,['1305443624398643202'],1
48827.0,['2995074130'],1
48829.0,['427373655'],1
48830.0,['222639199'],1
48831.0,['141374563'],1
48832.0,"['2332374116', '947258798795886592']",2
48833.0,['1447432528390885381'],1
48834.0,['352400488'],1
48835.0,['1216232771842183168'],1
48836.0,['1577577256741998592'],1
48838.0,['1596282588519436288'],1
48842.0,['1046801409067421696'],1
48843.0,['291320941'],1
48844.0,['1596249186827210752'],1
48845.0,['120665207'],1
48849.0,['1583087588382052353'],1
48853.0,['25769092'],1
48854.0,['1582554622400630785'],1
48856.0,['1270561843883511809'],1
48858.0,['45692044'],1
48859.0,['141374608'],1
48861.0,['1466391832447705093'],1
48864.0,['824453870977966080'],1
48870.0,['841329508569473024'],1
48871.0,['1437617778484207616'],1
48873.0,"['1536268354830360576', '1336003596']",2
48875.0,['1431474159305908230'],1
48876.0,['739922294437470209'],1
48878.0,['1574989144740225025'],1
48880.0,['1596456676823031809'],1
48882.0,"['17904829', '16162461']",2
48883.0,['1574237526805602305'],1
48884.0,['750018512178012161'],1
48887.0,['1294436184907812868'],1
48888.0,['1589688362683752450'],1
48889.0,['1384400063590457346'],1
48891.0,['1521300710'],1
48892.0,['1573993573879615493'],1
48893.0,"['1239991501205245957', '744781112069632002']",2
48896.0,['990496417977282561'],1
48897.0,['1426097631713976323'],1
48898.0,['1482161870542888963'],1
48899.0,['953960551482208257'],1
48900.0,['612447471'],1
48901.0,['1558147986072428547'],1
48903.0,['169424116'],1
48905.0,['362624252'],1
48907.0,['124859649'],1
48908.0,['2845127941'],1
48911.0,['1591374887607599104'],1
48912.0,"['12364172', '2240706133']",2
48913.0,['815469686556983296'],1
48914.0,['1584769994289577984'],1
48915.0,['1461101200930230272'],1
48918.0,['1539693919545483270'],1
48919.0,['43595067'],1
48920.0,['335623489'],1
48921.0,['70858061'],1
48923.0,['1597725091797819399'],1
48925.0,"['1380156598425956352', '257555893']",2
48926.0,['1394504826004910080'],1
48928.0,['1474163230109020160'],1
48930.0,['1559049554'],1
48931.0,"['17904983', '169224023']",2
48932.0,['2341811545'],1
48933.0,"['1455857383708766208', '1544992670']",2
48934.0,['269563237'],1
48936.0,['1568654415602540552'],1
48937.0,"['18953576', '1049397625047449600']",2
48939.0,['1484138935630639105'],1
48940.0,['77673836'],1
48942.0,['2238264693'],1
48943.0,['1336229817990197250'],1
48944.0,['1458808774370734082'],1
48946.0,['1284750626258288640'],1
48947.0,['1545616902478757888'],1
48948.0,['1535938648943755264'],1
48949.0,['892402181466357760'],1
48950.0,['1283475420671770624'],1
48951.0,['1574662358894510080'],1
48952.0,['1587331939844882432'],1
48954.0,['1253888354384478208'],1
48955.0,"['614282642', '1504200991117357074']",2
48957.0,['2751542674'],1
48958.0,['1503766293970837514'],1
48959.0,['1486363658628313091'],1
48961.0,['3248567710'],1
48965.0,['1255664050362515457'],1
48967.0,['1587357909360730112'],1
48969.0,['1587122344098660353'],1
48970.0,['1686713768'],1
48973.0,['1467208932238188555'],1
48975.0,['1350123080220356612'],1
48976.0,"['1243991347964542978', '1251815114539499523', '1086346261362626560']",3
48977.0,['1568214999876632578'],1
48979.0,"['3400349115', '10865992']",2
48980.0,['1212088547643019264'],1
48981.0,['856471667794640898'],1
48982.0,['1343216188407468032'],1
48987.0,['1362280094706724867'],1
48988.0,['4815402443'],1
48990.0,['1466088188007624709'],1
48993.0,['2950772195'],1
48994.0,['337720807'],1
48997.0,['2687317482'],1
49000.0,"['119879155', '1257158389']",2
49002.0,['1449131790267002887'],1
49005.0,['1594718772761329669'],1
49006.0,['1275426522841612293'],1
49007.0,"['22993266', '1355541759720366080']",2
49008.0,['1392043296617385984'],1
49009.0,['153957908'],1
49010.0,['267990560'],1
49011.0,['1853437477'],1
49013.0,['219493937'],1
49014.0,['1559129921858961415'],1
49019.0,['1075017097321828352'],1
49020.0,['1097311483891994624'],1
49021.0,['1085837964628905984'],1
49022.0,['1121065859500396544'],1
49025.0,['739548584836780033'],1
49026.0,['900320230806835201'],1
49027.0,['936274033401843713'],1
49028.0,['3208197730'],1
49031.0,['964435240197398528'],1
49033.0,['146617986'],1
49038.0,['1560176644002021376'],1
49041.0,['1567045443464593409'],1
49042.0,['1523332401539448833'],1
49045.0,['1117274547433009152'],1
49047.0,['1350341524349808640'],1
49048.0,['2714842791'],1
49049.0,['3075028654'],1
49051.0,['2528196281'],1
49054.0,['1455882660878774273'],1
49055.0,"['4259657412', '1083709084547858432']",2
49057.0,['2918790856'],1
49058.0,['386217674'],1
49059.0,['364721880'],1
49061.0,['1517216237096509440'],1
49063.0,['910566851696107520'],1
49064.0,['1596257891413106688'],1
49065.0,['1595677594086776832'],1
49069.0,['1575619738721558528'],1
49072.0,"['359741182', '1371917544215490561']",2
49073.0,['320157440'],1
49074.0,['1573702633361219585'],1
49075.0,['1592084161380196353'],1
49076.0,['1572620432330694657'],1
49077.0,['1144024549840887809'],1
49082.0,['1594295548504416257'],1
49084.0,['252000023'],1
49086.0,['1575171968931753989'],1
49088.0,['1519720598703939586'],1
49089.0,['1394241927097327618'],1
49092.0,"['1518714589856374787', '1493345801514463240']",2
49093.0,['1575420941328424963'],1
49097.0,['858001972905091075'],1
49098.0,['1461278671617105923'],1
49099.0,['1304318553655578624'],1
49102.0,['1422905512065212420'],1
49103.0,['48576339'],1
49105.0,['1551023237852643328'],1
49106.0,"['806445785957089280', '216645217']",2
49108.0,['733296487'],1
49110.0,['1411256332666249221'],1
49112.0,['1467589052585189381'],1
49115.0,['1483568947886637057'],1
49116.0,['1594391662339375105'],1
49117.0,['813198882872107008'],1
49118.0,['3438098297'],1
49120.0,['4927338371'],1
49121.0,['1573566993462173702'],1
49122.0,['96286598'],1
49124.0,"['776025992', '30844417']",2
49127.0,['1537894484490326016'],1
49128.0,['2149136268'],1
49130.0,['1581238107244056576'],1
49131.0,['36779922'],1
49135.0,['358430626'],1
49137.0,['1128139570166542336'],1
49138.0,['22624170'],1
49139.0,"['96286637', '21081801']",2
49143.0,['830062685622501377'],1
49144.0,['270088140'],1
49145.0,['1008023509'],1
49146.0,['1273433100111003648'],1
49147.0,['1105768101424087040'],1
49150.0,['2713270234'],1
49155.0,['1267366762674339841'],1
49156.0,['1261348056156553217'],1
49158.0,['386256563'],1
49160.0,"['39925753', '976500302462488576']",2
49162.0,['1245119239834517506'],1
49164.0,['794141367526100992'],1
49166.0,['1403749296034533376'],1
49167.0,['1243662255931211779'],1
49169.0,['1502683700743794688'],1
49171.0,"['1436902258399121409', '265908240']",2
49172.0,['229193784'],1
49173.0,['1542406177421946881'],1
49174.0,['1419344299217522690'],1
49175.0,['2196584509'],1
49177.0,"['378878023', '4094009278']",2
49180.0,['1174704001008328705'],1
49181.0,['262223965'],1
49182.0,['1022703710'],1
49183.0,['32847974'],1
49185.0,['1470403144769499139'],1
49186.0,['808554444547821572'],1
49187.0,['1410137330564861956'],1
49189.0,"['1591869477276229632', '4652179942']",2
49193.0,['1438173554760093701'],1
49194.0,['1613576330'],1
49195.0,['1087977613'],1
49197.0,['1323692874496724992'],1
49198.0,['352129030'],1
49208.0,['1003421028150861824'],1
49209.0,['1155784649647513600'],1
49211.0,['1179753550550851584'],1
49212.0,['1069713560870248448'],1
49216.0,['1207183485389213696'],1
49217.0,['1227700424'],1
49223.0,['1532049624'],1
49225.0,['718413337223159809'],1
49226.0,['337721565'],1
49230.0,"['1472766653398233088', '1544081827819831298']",2
49231.0,['1573113773530918912'],1
49233.0,['1023793798965473280'],1
49237.0,['1595557129158791168'],1
49238.0,['1030339742515179521'],1
49239.0,['1581575678637486081'],1
49240.0,['23935245'],1
49242.0,['56965399'],1
49243.0,['2991667491'],1
49244.0,['53734288'],1
49249.0,['30488898'],1
49250.0,['141637958'],1
49251.0,['399587658'],1
49253.0,['314653008'],1
49254.0,['1140007795955261446'],1
49255.0,['196426071'],1
49256.0,['1724463450'],1
49257.0,['92092783'],1
49264.0,['1260302764799930368'],1
49265.0,['1041515898086076416'],1
49266.0,['1253622926718513152'],1
49267.0,['1494385807230218241'],1
49274.0,['1586313612'],1
49275.0,['1415215877541310465'],1
49276.0,['1459323225113079809'],1
49277.0,['2763602330'],1
49280.0,['187691523'],1
49283.0,['1527669410403692546'],1
49284.0,['1035582268696408066'],1
49285.0,['816335450034044928'],1
49287.0,['601700775'],1
49288.0,['1164305242634301442'],1
49290.0,['723841200889954304'],1
49293.0,['25246124'],1
49294.0,['140065192'],1
49295.0,['213989807'],1
49297.0,['1357199796'],1
49298.0,['1495921532379574275'],1
49299.0,['1481930517499064323'],1
49302.0,['1586506487261691904'],1
49303.0,['4498209227'],1
49304.0,"['366557645', '19759749']",2
49305.0,['1569052858137419778'],1
49307.0,['1484423635133616128'],1
49309.0,['1548841677963481088'],1
49310.0,['1596834826060910592'],1
49311.0,['1413166152432308224'],1
49314.0,['584661491'],1
49317.0,['954022392'],1
49318.0,['327498234'],1
49319.0,['3293395455'],1
49322.0,['1256025614370451462'],1
49323.0,['754772498793791492'],1
49324.0,['325663244'],1
49325.0,['1499678974837870594'],1
49327.0,['1562536099171278848'],1
49328.0,['780499233157685248'],1
49329.0,['1565032880698302464'],1
49332.0,['2916956714'],1
49337.0,['2361473601'],1
49339.0,['107559509'],1
49340.0,['1438909166886670341'],1
49342.0,['1137709568149114880'],1
49345.0,['883796681845854208'],1
49346.0,['959556658488889344'],1
49351.0,"['891146747157893120', '1040305822637670401']",2
49352.0,['1078278768'],1
49353.0,['1328842952383352833'],1
49355.0,['2557819509'],1
49358.0,['1196615682630176768'],1
49360.0,['1563196312081747968'],1
49362.0,['1524371194329255936'],1
49366.0,['1389434701673222145'],1
49367.0,['833696300734435329'],1
49369.0,['1144801094628888578'],1
49376.0,['1382548899802468354'],1
49377.0,['1427179455701667844'],1
49380.0,['1426474460333297668'],1
49381.0,['1420685249898434564'],1
49382.0,['1400447173116907525'],1
49383.0,['285817499'],1
49385.0,['41761437'],1
49386.0,['1411363230362980356'],1
49387.0,['1474061765411426310'],1
49388.0,['1174964673587793926'],1
49389.0,['1387373454819676166'],1
49390.0,['1489855590029414406'],1
49391.0,['1427855408987721734'],1
49392.0,['1458058535284068359'],1
49393.0,['1434515749377232903'],1
49394.0,['1401920429762105351'],1
49395.0,['1596721774301184000'],1
49396.0,['1391800774796070918'],1
49397.0,['1504146588142227464'],1
49398.0,['1494338780559396871'],1
49401.0,['1594666415289671681'],1
49402.0,['1597335095903395841'],1
49403.0,['1591971574298583041'],1
49407.0,['1405958845'],1
49408.0,['1365093245966045188'],1
49410.0,['1580863093701222402'],1
49412.0,['1540121524362944514'],1
49414.0,"['2829662918', '1471775737355161603']",2
49415.0,['347421387'],1
49418.0,['1574017990915399683'],1
49420.0,['1339827637242359809'],1
49421.0,['1005899247558856704'],1
49422.0,['401685209'],1
49425.0,['1334299580020772870'],1
49426.0,['1303235423192281090'],1
49429.0,"['1544516863023263745', '732521058507620356']",2
49430.0,['93666068'],1
49433.0,['124074785'],1
49434.0,['1241594659'],1
49436.0,['4002233129'],1
49439.0,['705786318891184128'],1
49440.0,"['1376733079746834432', '1160246403207180288', '2366215986']",3
49441.0,['1336752984'],1
49442.0,['3218684761'],1
49443.0,['720205137478873089'],1
49445.0,['585186157'],1
49446.0,['463289201'],1
49447.0,['240728946'],1
49448.0,['199831651'],1
49449.0,['2494118780'],1
49450.0,['1562013340117114880'],1
49451.0,['1535232150462930944'],1
49454.0,['4122295209'],1
49455.0,"['780081218016546816', '1103344189792755713']",2
49456.0,['230767539'],1
49457.0,"['48315317', '282211104']",2
49461.0,['1572100057121562626'],1
49462.0,['1486170200827633666'],1
49465.0,['228670426'],1
49466.0,['97598433'],1
49467.0,['568933347'],1
49468.0,"['199310309', '1134515434911404032']",2
49470.0,['3718069235'],1
49471.0,['527252468'],1
49473.0,['1834040310'],1
49476.0,['1534323802712293376'],1
49477.0,['1573964908013797376'],1
49479.0,"['233913342', '1801761']",2
49480.0,['1593389710583513088'],1
49483.0,['1577014783618039809'],1
49484.0,['1411978989695123457'],1
49485.0,['1574645007495184385'],1
49486.0,['1573413612722569217'],1
49490.0,['4356127769'],1
49491.0,['1391279132'],1
49493.0,['165493799'],1
49494.0,['1474360684376997890'],1
49495.0,['1573284542512873474'],1
49496.0,['1142861188608462848'],1
49498.0,['1191465947565035520'],1
49500.0,['992491928464822272'],1
49503.0,['1160637263409221632'],1
49504.0,['1432173625'],1
49507.0,"['1009022648238641153', '212162328']",2
49508.0,"['1322871428958556161', '29256831']",2
49510.0,['1293549318935318529'],1
49511.0,['1321229999563771905'],1
49513.0,['92617808'],1
49514.0,"['36518997', '238126011']",2
49515.0,['464338009'],1
49516.0,['1595841556669513732'],1
49517.0,['1226168664304553986'],1
49518.0,['1083431546676142080'],1
49519.0,['2281258080'],1
49520.0,['3315154023'],1
49524.0,['1464727988633845765'],1
49525.0,"['785571809823383553', '893468867791552513']",2
49526.0,['555826297'],1
49528.0,['4459674749'],1
49530.0,['1327316101'],1
49531.0,['183843975'],1
49533.0,['1585068197790863360'],1
49534.0,"['18955413', '482209065']",2
49535.0,['837368989'],1
49536.0,['1160613894'],1
49538.0,['18168998'],1
49539.0,['1297404843414269953'],1
49541.0,['1549806964930232328'],1
49542.0,['1592341342469996552'],1
49543.0,"['436026559', '2216041938']",2
49546.0,['1229162823550459904'],1
49547.0,['1347224145961115648'],1
49548.0,['752002204756828160'],1
49549.0,['1311685127416799232'],1
49555.0,['185416941'],1
49556.0,['1304953559407091713'],1
49560.0,"['1321558607079628802', '1237562278402277376']",2
49561.0,['1337002882126798850'],1
49562.0,['1325852728124387328'],1
49564.0,['143998235'],1
49567.0,['1185026024582635523'],1
49568.0,['1594299352914497536'],1
49570.0,['1594425150895984640'],1
49572.0,['1296602800521019392'],1
49573.0,['65092937'],1
49574.0,['2976726376'],1
49575.0,"['1337539945', '1464972278']",2
49582.0,['162086273'],1
49583.0,['2149167104'],1
49584.0,['474037646'],1
49587.0,['1571110303'],1
49588.0,['2895461794'],1
49589.0,['3097574823'],1
49590.0,['142425513'],1
49591.0,['217136577'],1
49593.0,['738533950977671168'],1
49595.0,"['312294866', '41817227']",2
49596.0,['490028499'],1
49597.0,"['2535800279', '620152189']",2
49599.0,['1364906166309027841'],1
49600.0,['733817206618914817'],1
49604.0,['35208725'],1
49606.0,['163397153'],1
49608.0,['158940707'],1
49609.0,['1572647090165059584'],1
49612.0,['1565338090704875521'],1
49613.0,['1589941180036689921'],1
49614.0,['1522047869519540225'],1
49619.0,['17645128'],1
49620.0,['793497145793970176'],1
49621.0,['67976783'],1
49625.0,"['19742300', '16607904']",2
49626.0,['2956803693'],1
49627.0,['18955895'],1
49630.0,['1264826460906442752'],1
49631.0,['1536813895125553152'],1
49633.0,['1573961869890670592'],1
49635.0,['1286491840926175232'],1
49639.0,['1395935054027804673'],1
49640.0,['1579578437815226369'],1
49641.0,['1395508393318797313'],1
49644.0,"['1244010397784592385', '1409162876091351045']",2
49646.0,['1525226368371511297'],1
49647.0,['1009568390846074881'],1
49648.0,['1295990622004957185'],1
49649.0,['1597701484501782530'],1
49650.0,"['1468946426352881666', '1536785425']",2
49653.0,['1079808124800901120'],1
49657.0,['1464829799252348931'],1
49659.0,['1258148546827689985'],1
49660.0,['1227167131218911233'],1
49661.0,['1314058955765751809'],1
49662.0,['1215887169220419585'],1
49663.0,"['1315005645209378817', '4736763924']",2
49664.0,['704348790107578369'],1
49665.0,['1510320547737096195'],1
49666.0,['2503294669'],1
49667.0,['1374764754'],1
49669.0,"['1209460733941030914', '202787493']",2
49670.0,['134037217'],1
49672.0,['1457983063825149952'],1
49679.0,['67714827'],1
49680.0,['1452700832009539590'],1
49681.0,['1597116020866666502'],1
49682.0,['1594384174437355526'],1
49683.0,['2342862611'],1
49684.0,"['3215802131', '2240370386']",2
49685.0,['29441813'],1
49686.0,['917676537280741376'],1
49687.0,['124600089'],1
49688.0,['4690099999'],1
49689.0,['4427169567'],1
49690.0,"['1320586178467401728', '935455336873345024']",2
49691.0,['1509643954828070919'],1
49694.0,['156843835'],1
49695.0,"['177815370', '45192838']",2
49699.0,['985518443066781696'],1
49701.0,['941918167387041792'],1
49702.0,['1330460697508147200'],1
49703.0,['854607148394967040'],1
49704.0,['1327936343364825088'],1
49705.0,['4902174568'],1
49707.0,['1328529380637896704'],1
49709.0,"['886202178733568001', '937899468585828352']",2
49712.0,"['1336067093876404225', '1400026455854268419']",2
49713.0,['947581949887082497'],1
49716.0,['1310328142729539586'],1
49717.0,['1417270475420483584'],1
49720.0,"['44122009', '1322363726']",2
49723.0,['1526806798581252096'],1
49724.0,['1572306913315930112'],1
49725.0,['1574092215525195776'],1
49729.0,"['138756009', '1498029849532932101']",2
49730.0,['1345791038347243523'],1
49731.0,['1546780429906231297'],1
49733.0,['1443509996952633345'],1
49734.0,['1441007170796011521'],1
49736.0,"['1439743782812008449', '1537012961692336128']",2
49738.0,['1561399438261764098'],1
49739.0,"['1414987805260922882', '1215677988500455424']",2
49740.0,['1445307555119513602'],1
49741.0,['1414528300400132098'],1
49742.0,['1528759175823638530'],1
49743.0,['738343043758100480'],1
49744.0,['810991265324011520'],1
49745.0,['1558703901880160256'],1
49746.0,['1580311452849606656'],1
49748.0,['1573199099213451264'],1
49749.0,"['293421019', '1968579204']",2
49750.0,['3843899356'],1
49752.0,['1596287958507732995'],1
49754.0,['1441694227981733889'],1
49755.0,['1511729780818853891'],1
49757.0,['1397501440088674305'],1
49763.0,['1575474130111053828'],1
49764.0,['147668986'],1
49765.0,['952975356'],1
49767.0,['971592184876056576'],1
49769.0,['1458921076730183680'],1
49770.0,['1585837412806115328'],1
49771.0,['1467153164713410560'],1
49772.0,['1015500005845581824'],1
49775.0,['1547867177289596929'],1
49776.0,['1548452460401868802'],1
49777.0,['1547677042040193027'],1
49778.0,['1463211558201278469'],1
49780.0,['1544227538930581510'],1
49781.0,['1578381753449791494'],1
49783.0,['1548055361176813575'],1
49786.0,['1438885063664418826'],1
49787.0,['1504114806189539339'],1
49788.0,['1504480508016672783'],1
49789.0,['1468578239656312845'],1
49790.0,['1333451821373800465'],1
49792.0,['1504110739652427795'],1
49793.0,['1554093370020188160'],1
49801.0,['1586863241560526848'],1
49802.0,['1573997628370653184'],1
49804.0,['1583194675111989248'],1
49806.0,['839645487510786048'],1
49813.0,['3406118991'],1
49816.0,['2759671897'],1
49817.0,['1498718989249351681'],1
49818.0,['1521705972850429953'],1
49820.0,['1573096042794520577'],1
49822.0,['1391250649623498753'],1
49825.0,['727537854402990081'],1
49828.0,"['15024241', '82409321', '222173557']",3
49830.0,['1571887366146506761'],1
49836.0,['1592873735563972610'],1
49837.0,['1426468171343663106'],1
49838.0,['2559656072'],1
49839.0,['365510795'],1
49843.0,['1559798692097703936'],1
49844.0,['1519009058732314627'],1
49846.0,['3193520286'],1
49848.0,['3552395424'],1
49849.0,['708919459'],1
49851.0,['1547214114870726660'],1
49853.0,['1595498886147280900'],1
49856.0,['635781299'],1
49857.0,['1552497995416907776'],1
49859.0,['3227861185'],1
49860.0,"['1417900993904316421', '23450412']",2
49862.0,['1398400825278533637'],1
49863.0,['1496701542447124485'],1
49865.0,['1580621768242434053'],1
49866.0,['1585619979256401925'],1
49867.0,['765147441767165953'],1
49868.0,['89211088'],1
49869.0,"['1129660628', '1044302440269586434']",2
49870.0,['40714457'],1
49878.0,['1088528602411556864'],1
49880.0,['92356864'],1
49881.0,['757549403636768768'],1
49882.0,['868989853169360896'],1
49883.0,['893351508883808256'],1
49885.0,['1549293384702894080'],1
49887.0,['1546850355362668545'],1
49888.0,['1551770096384614401'],1
49894.0,['760025761822547969'],1
49896.0,['1124900497263960066'],1
49897.0,['1546290909221756931'],1
49898.0,['349258002'],1
49899.0,['4410130702'],1
49900.0,"['1159398170176004098', '2211089653']",2
49901.0,['145572110'],1
49902.0,['1547881027187515395'],1
49903.0,['1069653762770460673'],1
49904.0,['1134256298068008961'],1
49905.0,['1143844949458411521'],1
49908.0,['148193563'],1
49909.0,['278216985'],1
49910.0,"['8208672', '221333349']",2
49912.0,['75055396'],1
49913.0,['293945639'],1
49914.0,['76890407'],1
49918.0,['1277767304898588672'],1
49919.0,['1189144657655148544'],1
49920.0,['1004955393188081664'],1
49921.0,['878417024032092160'],1
49923.0,['1254008831354515456'],1
49933.0,['1457040858000330762'],1
49935.0,['1149963577442349057'],1
49936.0,['1175889530391539713'],1
49938.0,['951914082533289985'],1
49939.0,['1289387759019405313'],1
49940.0,['705773905'],1
49942.0,['2190819662'],1
49944.0,['2601599326'],1
49945.0,['4144841057'],1
49946.0,['1629045092'],1
49947.0,['1485261436775399424'],1
49950.0,['1195532503458689027'],1
49951.0,['285032829'],1
49953.0,"['1497311259850539009', '1572944264916516865']",2
49954.0,['254624129'],1
49956.0,['1265016939212136448'],1
49958.0,['191971736'],1
49959.0,['1339147353328996352'],1
49961.0,['498680218'],1
49963.0,['1525058879012229120'],1
49964.0,['1188468590325813248'],1
49965.0,['1213130129867558912'],1
49966.0,['1198163286337802240'],1
49969.0,['2538221575'],1
49970.0,['172310949'],1
49971.0,"['1170621663060185089', '1292809092742787072', '3099471624']",3
49972.0,['1552398345963851777'],1
49973.0,['1213615138512588801'],1
49974.0,['1537940804487892993'],1
49976.0,['360530378'],1
49978.0,['1348128308454510594'],1
49980.0,['1580142675696787457'],1
49984.0,['1575328389426282496'],1
49985.0,['1087120260317282304'],1
49986.0,['1539838934804561920'],1
49988.0,['818290880654311424'],1
49991.0,['1574650681973243904'],1
49992.0,['1580900704155303936'],1
49993.0,['1541824744877686784'],1
49995.0,['1046035332234444801'],1
49997.0,['1549035228852879361'],1
49999.0,['1586761551029174273'],1
50002.0,['2231976469'],1
50004.0,['1541182960262676482'],1
50006.0,['209797658'],1
50007.0,['2454798885'],1
50008.0,['817978789204557824'],1
50009.0,['1532965934452854785'],1
50011.0,['1595205704595509248'],1
50012.0,['897431539432263680'],1
50013.0,['1421951557'],1
50014.0,['210321993'],1
50016.0,['1537059556366372866'],1
50017.0,"['1389046490442571776', '96904846']",2
50019.0,['1375257086695645184'],1
50020.0,['782672170853933056'],1
50021.0,['1391080035855966208'],1
50022.0,['1593833856225845248'],1
50023.0,['62734932'],1
50024.0,['3735896654'],1
50026.0,['1573402993436884997'],1
